symbol,timestamp,date,close,ret5,lane
8783,2026-06-01 09:00:00,2026-06-01,149.0,-0.3087248322147651,Monster
8897,2026-05-20 13:00:00,2026-05-20,413.0,0.016949152542372836,Stable
9008,2026-07-09 09:00:00,2026-07-09,751.4,0.040723981900452566,Stable
9158,2026-06-10 13:00:00,2026-06-10,817.0,0.01591187270501826,Stable
9168,2026-07-17 09:00:00,2026-07-17,402.0,-0.01243781094527363,Stable
9229,2026-07-09 13:00:00,2026-07-09,151.0,-0.026490066225165587,Stable
9237,2026-06-15 13:00:00,2026-06-15,612.0,0.303921568627451,Monster
9273,2026-03-04 09:00:00,2026-03-04,878.0,0.01252847380410027,Stable
9327,2026-07-01 09:00:00,2026-07-01,205.0,-0.039024390243902474,Stable
9348,2026-07-09 13:00:00,2026-07-09,508.0,-0.17125984251968507,Monster
9399,2026-03-17 09:00:00,2026-03-17,30.0,0.03333333333333344,Monster
9425,2026-04-27 09:00:00,2026-04-27,292.0,0.48287671232876717,Monster
9425,2026-08-21 13:00:00,2026-08-21,222.0,0.12612612612612617,Stable
9444,2026-06-23 09:00:00,2026-06-23,258.0,-0.10852713178294571,Monster
9504,2026-03-26 13:00:00,2026-03-26,996.5,0.02408429503261411,Stable
9552,2026-08-20 09:00:00,2026-08-20,1048.0,0.035305343511450316,Monster
9644,2026-05-01 09:00:00,2026-05-01,721.0,0.012482662968099856,Stable
9850,2026-07-31 09:00:00,2026-07-31,983.0,-0.011190233977619535,Stable
9876,2026-04-02 09:00:00,2026-04-02,260.0,-0.019230769230769273,Stable
9888,2026-03-03 13:00:00,2026-03-03,855.0,0.010526315789473717,Stable

